,Country.Name,Country.Code,Indicator.Name,Indicator.Code,Year,CO2.Emission.PC
239,Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2007,5.572459521
240,Ireland,IRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2007,10.14752888
241,Italy,ITA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2007,7.917347216
242,Lithuania,LTU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2007,4.693696086
243,Luxembourg,LUX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2007,22.95728271
244,Latvia,LVA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2007,3.779785259
245,Malta,MLT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2007,6.698844917
246,Netherlands,NLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2007,10.78586295
247,Poland,POL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2007,8.244183742
248,Portugal,PRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2007,5.705207852
249,Romania,ROU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2007,4.895132266
250,Slovak Republic,SVK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2007,6.843273815
251,Slovenia,SVN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2007,8.049468764
252,Sweden,SWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2007,5.253521937
253,Austria,AUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,8.295095978
254,Belgium,BEL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,9.751984809
255,Bulgaria,BGR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,6.772087541
256,Cyprus,CYP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,7.930294398
257,Czech Republic,CZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,11.23377283
258,Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,9.506321178
259,Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,8.543351098
260,Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,7.165531607
261,Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,13.08183443
262,Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,10.63715919
263,France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,5.690501415
264,United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,8.424423983
265,Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,8.662824281
266,Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,5.094677245
267,Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,5.463501182
268,Ireland,IRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,9.577641293
269,Italy,ITA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,7.60176497
270,Lithuania,LTU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,4.69291649
271,Luxembourg,LUX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,22.38547222
272,Latvia,LVA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,3.629405756
273,Malta,MLT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,6.252313871
274,Netherlands,NLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,10.76402402
275,Poland,POL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,8.258160054
276,Portugal,PRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,5.268402206
277,Romania,ROU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,4.692067363
278,Slovak Republic,SVK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,7.010558568
279,Slovenia,SVN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,8.58644121
280,Sweden,SWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2008,5.328098275
281,Austria,AUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,7.518751102
282,Belgium,BEL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,9.249615685
283,Bulgaria,BGR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,5.731193724
284,Cyprus,CYP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,7.386924038
285,Czech Republic,CZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,10.30832179
286,Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,8.818595562
287,Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,8.058895601
288,Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,6.216973378
289,Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,10.91432018
290,Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,9.955194272
291,France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,5.438356727
292,United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,7.574622131
293,Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,8.277892345
294,Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,4.778855554
295,Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,4.840111448
296,Ireland,IRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,8.889010942
297,Italy,ITA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,6.795651486
298,Lithuania,LTU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,3.958100057
299,Luxembourg,LUX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,20.87712517
300,Latvia,LVA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,3.376490018
301,Malta,MLT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,5.814186003
302,Netherlands,NLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,10.42752306
303,Poland,POL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,7.800914342
304,Portugal,PRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,5.126323978
305,Romania,ROU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,4.005210952
306,Slovak Republic,SVK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,6.319073237
307,Slovenia,SVN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,7.491602314
308,Sweden,SWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2009,4.63141136
309,Austria,AUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,8.071131802
310,Belgium,BEL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,10.17146522
311,Bulgaria,BGR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,5.964900206
312,Cyprus,CYP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,6.927903563
313,Czech Republic,CZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,10.65257862
314,Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,9.279634012
315,Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,8.40721667
316,Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,5.816416366
317,Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,13.59968907
318,Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,11.57528165
319,France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,5.428980862
320,United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,7.857836486
321,Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,7.540183868
322,Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,4.566131051
323,Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,5.022311649
324,Ireland,IRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,8.783613934
325,Italy,ITA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,6.83837457
326,Lithuania,LTU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,4.348616303
327,Luxembourg,LUX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,21.6351358
328,Latvia,LVA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,3.849593455
329,Malta,MLT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,6.174949579
330,Netherlands,NLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,11.01707086
331,Poland,POL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,8.313376825
332,Portugal,PRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,4.552752646
333,Romania,ROU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,3.922213561
334,Slovak Republic,SVK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,6.721959562
335,Slovenia,SVN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,7.485854369
336,Sweden,SWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,5.547348052
337,Austria,AUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,7.748134305
338,Belgium,BEL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,9.046560547
339,Bulgaria,BGR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,6.71538056
340,Cyprus,CYP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,6.60156823
341,Czech Republic,CZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,10.18548225
342,Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,9.12485921
343,Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,7.296383208
344,Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,5.788018458
345,Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,14.01673297
346,Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,10.54447474
347,France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,5.077911491
348,United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,7.079297626
349,Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,7.189762915
350,Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,4.627629816
351,Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,4.797900003
352,Ireland,IRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,7.77982216
353,Italy,ITA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,6.702557614
354,Lithuania,LTU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,4.553301311
355,Luxembourg,LUX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,21.10296963
356,Latvia,LVA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,3.541113332
357,Malta,MLT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,6.104795468
358,Netherlands,NLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,10.4335386
359,Poland,POL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,8.328175875
360,Portugal,PRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,4.510827218
361,Romania,ROU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,4.212926221
362,Slovak Republic,SVK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,6.395396289
363,Slovenia,SVN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,7.350637628
364,Sweden,SWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,5.474957121
365,Austria,AUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,7.387077163
366,Belgium,BEL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,8.546478214
367,Bulgaria,BGR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,6.119456526
368,Cyprus,CYP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,6.096256416
369,Czech Republic,CZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,9.611985879
370,Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,9.199299757
371,Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,6.514800847
372,Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,5.660938803
373,Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,13.32400037
374,Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,9.075433356
375,France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,5.075063887
376,United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,7.355898277
377,Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,7.247007359
378,Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,4.21645564
379,Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,4.494128944
380,Ireland,IRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,7.738155591
381,Italy,ITA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,6.205413858
382,Lithuania,LTU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,4.629509672
383,Luxembourg,LUX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,20.08421949
384,Latvia,LVA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,3.471747548
385,Malta,MLT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,6.38190073
386,Netherlands,NLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,10.16475883
387,Poland,POL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,7.879830064
388,Portugal,PRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,4.37605313
389,Romania,ROU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,4.074315455
390,Slovak Republic,SVK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,6.059022901
391,Slovenia,SVN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,7.185481044
392,Sweden,SWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,4.942300828
393,Austria,AUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,7.368748145
394,Belgium,BEL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,8.671352487
395,Bulgaria,BGR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,5.450695963
396,Cyprus,CYP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,5.199663256
397,Czech Republic,CZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,9.384891603
398,Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,9.39062342
399,Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,6.862565032
400,Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,5.084398353
401,Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,15.09371797
402,Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,8.681780123
403,France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,5.062174035
404,United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,7.145844359
405,Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,6.33661459
406,Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,4.123953137
407,Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,4.259659831
408,Ireland,IRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,7.538110297
409,Italy,ITA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,5.732941879
410,Lithuania,LTU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,4.273657237
411,Luxembourg,LUX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,18.49831971
412,Latvia,LVA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,3.518240904
413,Malta,MLT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,5.49231748
414,Netherlands,NLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,10.31006279
415,Poland,POL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,7.946282506
416,Portugal,PRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,4.344029312
417,Romania,ROU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,3.550167079
418,Slovak Republic,SVK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,6.11280356
419,Slovenia,SVN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,6.869551393
420,Sweden,SWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,4.671420785
421,Austria,AUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,6.86986793
422,Belgium,BEL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,8.328159898
423,Bulgaria,BGR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,5.871615869
424,Cyprus,CYP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,5.260352041
425,Czech Republic,CZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,9.165978376
426,Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,8.889370395
427,Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,5.935712482
428,Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,5.033824487
429,Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,14.84881917
430,Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,8.660721243
431,France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,4.573182147
432,United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,6.49744049
433,Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,6.180337268
434,Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,3.973804906
435,Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,4.265574976
436,Ireland,IRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,7.313939808
437,Italy,ITA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,5.270866786
438,Lithuania,LTU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,4.378090123
439,Luxembourg,LUX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,17.36212137
440,Latvia,LVA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,3.498192882
441,Malta,MLT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,5.400613957
442,Netherlands,NLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,9.920138075
443,Poland,POL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,7.517151585
444,Portugal,PRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,4.331554028
445,Romania,ROU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,3.516153691
446,Slovak Republic,SVK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,5.661581328
447,Slovenia,SVN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,6.213686845
448,Sweden,SWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,4.478182178
