Country.Name,Country.Code,Year,CO2.Emission,CO2.Emission.PC,CO2.Emission.Level,GDP.PC,Health.GDP,Life.Exp,Infant.Mort,Infant.Dea,Population,Area,Size
Ireland,IRL,2014,34066.43,7.313939808,Middle,7.539384659,9.91316921,81.34878049,3.2,225,4657740,68890,Normal
Italy,ITA,2000,450564.29,7.912673166,Middle,3.663132784,7.58037235,79.77804878,4.7,2517,56942108,294110,Large
Italy,ITA,2001,450347.937,7.904432663,Middle,1.715041815,7.76886299,80.12682927,4.5,2408,56974100,294110,Large
Italy,ITA,2002,452610.476,7.932323042,Middle,0.099371983,7.89303446,80.22926829,4.3,2313,57059007,294110,Large
Italy,ITA,2003,468349.24,8.17175128,Mid-High,-0.29287378,7.85541424,79.98292683,4.1,2231,57313203,294140,Large
Italy,ITA,2004,473970.751,8.216487201,Mid-High,0.926640896,8.18779716,80.7804878,3.9,2162,57685327,294140,Large
Italy,ITA,2005,473384.031,8.166090128,Mid-High,0.454827381,8.3612048,80.78292683,3.8,2102,57969484,294140,Large
Italy,ITA,2006,469346.664,8.072145596,Mid-High,1.700456258,8.45968681,81.28292683,3.7,2051,58143979,294140,Large
Italy,ITA,2007,462676.391,7.917347216,Middle,0.962784205,8.16283649,81.43414634,3.6,2002,58438310,294140,Large
Italy,ITA,2008,447186.983,7.60176497,Middle,-1.703747,8.56183142,81.48536585,3.5,1952,58826731,294140,Large
Italy,ITA,2009,401591.505,6.795651486,Middle,-5.911711979,8.97653684,81.63658537,3.4,1893,59095365,294140,Large
Italy,ITA,2010,405361.181,6.83837457,Middle,1.37422513,8.95361182,82.03658537,3.4,1824,59277417,294140,Large
Italy,ITA,2011,397994.178,6.702557614,Middle,0.403801715,8.83464291,82.18780488,3.3,1750,59379449,294140,Large
Italy,ITA,2012,369468.585,6.205413858,Middle,-3.080603909,8.95606116,82.23902439,3.2,1675,59539717,294140,Large
Italy,ITA,2013,345317.723,5.732941879,Mid-Low,-2.860800443,8.95226727,82.6902439,3.1,1605,60233948,294140,Large
Italy,ITA,2014,320411.459,5.270866786,Mid-Low,-0.800672819,9.01144092,83.0902439,3,1542,60789140,294140,Large
Latvia,LVA,2000,6351.244,2.682622965,Low,6.42782534,7.9132163,70.31463415,11.6,223,2367550,62196,Normal
Latvia,LVA,2001,6985.635,2.988928918,Low,7.845160997,8.3510914,70.76097561,10.9,212,2337170,62196,Normal
Latvia,LVA,2002,6912.295,2.992111413,Low,8.354650672,8.49478505,70.96097561,10.3,205,2310173,62196,Normal
Latvia,LVA,2003,7370.67,3.221510038,Low,9.483645973,8.23325483,71.26585366,9.7,200,2287955,62196,Normal
Latvia,LVA,2004,7403.673,3.271442282,Low,9.524301376,9.2754074,72.02682927,9.2,194,2263122,62196,Normal
Latvia,LVA,2005,7506.349,3.352846325,Low,11.89968367,8.85355766,71.35609756,8.7,188,2238799,62196,Normal
Latvia,LVA,2006,8012.395,3.611860039,Low,12.920438,8.8181052,70.86585366,8.2,182,2218357,62196,Normal
Latvia,LVA,2007,8316.756,3.779785259,Low,10.88056627,8.8529169,71.0195122,7.8,174,2200325,62196,Normal
Latvia,LVA,2008,7902.385,3.629405756,Low,-2.528643112,8.5163657,72.4195122,7.4,166,2177322,62196,Normal
Latvia,LVA,2009,7231.324,3.376490018,Low,-12.97671132,8.86383542,73.0804878,7,157,2141669,62180,Normal
Latvia,LVA,2010,8074.734,3.849593455,Low,-1.920431852,8.6271369,73.48292683,6.6,147,2097555,62240,Normal
Latvia,LVA,2011,7293.663,3.541113332,Low,8.33571298,7.92479645,73.57560976,6.2,135,2059709,62200,Normal
Latvia,LVA,2012,7062.642,3.471747548,Low,5.333067417,7.64328038,73.77804878,5.7,122,2034319,62180,Normal
Latvia,LVA,2013,7080.977,3.518240904,Low,3.532806538,7.51361289,73.98292683,5.2,109,2012647,62190,Normal
Latvia,LVA,2014,6974.634,3.498192882,Low,2.822017909,7.82503769,74.12439024,4.7,97,1993782,62180,Normal
Lithuania,LTU,2000,12163.439,3.475729068,Low,4.564578544,5.82726171,72.0195122,8.6,291,3499536,62680,Normal
Lithuania,LTU,2001,12885.838,3.712622788,Low,7.405827885,5.82620029,71.65853659,8.2,268,3470818,62680,Normal
Lithuania,LTU,2002,13142.528,3.817099115,Low,7.621237453,6.18989357,71.76097561,7.9,249,3443067,62680,Normal
Lithuania,LTU,2003,12823.499,3.754816757,Low,11.44010186,6.24531302,72.06097561,7.6,235,3415213,62680,Normal
Lithuania,LTU,2004,13245.204,3.922093528,Low,7.753374949,5.50508014,71.96097561,7.4,226,3377075,62680,Normal
Lithuania,LTU,2005,13901.597,4.184042091,Mid-Low,9.496003072,5.63745096,71.25365854,7.2,220,3322528,62680,Normal
Lithuania,LTU,2006,14158.287,4.329871871,Mid-Low,9.13481652,5.83906442,71.05609756,6.9,211,3269909,62680,Normal
Lithuania,LTU,2007,15166.712,4.693696086,Mid-Low,12.41447913,5.75743698,70.9,6.5,198,3231294,62680,Normal
Lithuania,LTU,2008,15009.031,4.69291649,Mid-Low,3.689037016,6.28817328,71.81219512,5.9,183,3198231,62675,Normal
Lithuania,LTU,2009,12519.138,3.958100057,Low,-13.86303536,7.35535441,72.91463415,5.3,167,3162916,62675,Normal
Lithuania,LTU,2010,13468.891,4.348616303,Mid-Low,3.793652566,6.8146869,73.26829268,4.9,153,3097282,62675,Normal
Lithuania,LTU,2011,13787.92,4.553301311,Mid-Low,8.465325784,6.4939425,73.56341463,4.5,141,3028115,62674,Normal
Lithuania,LTU,2012,13831.924,4.629509672,Mid-Low,5.228863385,6.28819546,73.86341463,4.2,132,2987773,62674,Normal
Lithuania,LTU,2013,12640.149,4.273657237,Mid-Low,4.551312008,6.13391768,73.91463415,4,127,2957689,62675,Normal
Lithuania,LTU,2014,12838.167,4.378090123,Mid-Low,4.431668573,6.17791746,74.51707317,4,126,2932367,62650,Normal
Luxembourg,LUX,2000,8239.749,18.88551226,High,6.7946998,5.90140125,77.87317073,3.9,21,436300,2590,Small
Luxembourg,LUX,2001,8800.8,19.93273314,High,1.318613123,6.41021963,77.82439024,3.7,20,441525,2590,Small
Luxembourg,LUX,2002,9416.856,21.1057455,High,2.737471625,6.73757805,77.96585366,3.5,19,446175,2590,Small
Luxembourg,LUX,2003,9904.567,21.93071098,High,0.401760622,6.9711736,77.72682927,3.3,18,451630,2590,Small
Luxembourg,LUX,2004,11268.691,24.5990264,High,2.149919484,7.34654114,79.12195122,3.1,17,458095,2590,Small
Luxembourg,LUX,2005,11547.383,24.82464668,High,1.605863285,7.18410975,79.43170732,3,16,465158,2590,Small
Luxembourg,LUX,2006,11349.365,24.01285765,High,3.514143359,6.70957809,79.28780488,2.8,15,472637,2590,Small
Luxembourg,LUX,2007,11019.335,22.95728271,High,6.693995465,6.23422425,79.38292683,2.7,15,479993,2590,Small
Luxembourg,LUX,2008,10938.661,22.38547222,High,-3.02853191,6.53786397,80.53902439,2.6,14,488650,2590,Small
Luxembourg,LUX,2009,10392.278,20.87712517,High,-6.113373324,7.33959136,80.63658537,2.5,14,497783,2590,Small
Luxembourg,LUX,2010,10967.997,21.6351358,High,2.968122577,7.03065126,80.63170732,2.4,14,506953,2590,Small
Luxembourg,LUX,2011,10938.661,21.10296963,High,0.285277468,6.1120571,80.98780488,2.4,14,518347,2590,Small
Luxembourg,LUX,2012,10663.636,20.08421949,High,-2.717088654,6.57173882,81.39268293,2.3,14,530946,2590,Small
Luxembourg,LUX,2013,10051.247,18.49831971,High,1.286206821,6.54780307,81.8,2.3,14,543360,2590,Small
Luxembourg,LUX,2014,9658.878,17.36212137,High,3.308044869,6.26572665,82.22926829,2.2,14,556319,2590,Small
Malta,MLT,2000,2064.521,5.292462963,Mid-Low,6.083458858,6.53913569,78.2,6.8,31,390087,320,Small
Malta,MLT,2001,2486.226,6.325824114,Middle,-0.144491274,7.00014951,78.84390244,6.6,29,393028,320,Small
Malta,MLT,2002,2299.209,5.806537886,Mid-Low,2.217929032,7.71945155,78.73902439,6.4,27,395969,320,Small
Malta,MLT,2003,2581.568,6.476880542,Middle,1.871518277,7.95137823,78.54634146,6.3,26,398582,320,Small
Malta,MLT,2004,2574.234,6.415248662,Middle,-0.228933647,8.11776552,79.25365854,6.2,24,401268,320,Small
Malta,MLT,2005,2698.912,6.683221324,Middle,3.12420097,8.69086353,79.3,6.1,24,403834,320,Small
Malta,MLT,2006,2574.234,6.351303206,Middle,1.45839227,8.84483111,79.43902439,6,23,405308,320,Small
Malta,MLT,2007,2724.581,6.698844917,Middle,3.624422341,8.2140165,79.79268293,5.9,23,406724,320,Small
Malta,MLT,2008,2559.566,6.252313871,Middle,2.676265866,7.96596342,79.63658537,5.9,23,409379,320,Small
Malta,MLT,2009,2398.218,5.814186003,Mid-Low,-3.19485642,8.08034405,80.24146341,5.9,23,412477,320,Small
Malta,MLT,2010,2559.566,6.174949579,Middle,3.035346348,8.2099066,81.39756098,5.8,23,414508,320,Small
Malta,MLT,2011,2541.231,6.104795468,Middle,0.894429973,8.56188329,80.74634146,5.8,23,416268,320,Small
Malta,MLT,2012,2680.577,6.38190073,Middle,1.79334444,8.62151508,80.74634146,5.8,23,420028,320,Small
Malta,MLT,2013,2339.546,5.49231748,Mid-Low,3.152576935,8.85264377,81.74634146,5.8,24,425967,320,Small
Malta,MLT,2014,2346.88,5.400613957,Mid-Low,5.976873728,9.45605812,81.94634146,5.8,24,434558,320,Small
Netherlands,NLD,2000,173504.105,10.89472628,High,3.496351713,7.05640527,77.98780488,5.1,1012,15925513,33760,Normal
Netherlands,NLD,2001,176793.404,11.01778766,High,1.356291618,7.4412204,78.1902439,5,995,16046180,33760,Normal
Netherlands,NLD,2002,181663.18,11.24924012,High,-0.533288286,7.95428118,78.29268293,4.9,971,16148929,33760,Normal
Netherlands,NLD,2003,182205.896,11.22973834,High,-0.188116954,8.45717556,78.49268293,4.8,941,16225302,33760,Normal
Netherlands,NLD,2004,184835.135,11.352269,High,1.67678994,8.52118663,79.09512195,4.6,905,16281779,33760,Normal
Netherlands,NLD,2005,181479.83,11.12017757,High,1.921933547,9.27056354,79.34634146,4.4,865,16319868,33760,Normal
Netherlands,NLD,2006,179638.996,10.98971528,High,3.352505331,9.18211674,79.69756098,4.3,823,16346101,33760,Normal
Netherlands,NLD,2007,176690.728,10.78586295,High,3.473151677,9.23702289,80.09756098,4.1,781,16381696,33760,Normal
Netherlands,NLD,2008,177020.758,10.76402402,High,1.30392362,9.51053425,80.25121951,4,742,16445593,33760,Normal
Netherlands,NLD,2009,172371.002,10.42752306,High,-4.261221542,10.23626324,80.54878049,3.8,707,16530388,33730,Normal
Netherlands,NLD,2010,183052.973,11.01707086,High,0.883876122,10.40288039,80.70243902,3.7,679,16615394,33730,Normal
Netherlands,NLD,2011,174167.832,10.4335386,High,1.190542088,10.52050133,81.20487805,3.6,656,16693074,33720,Normal
Netherlands,NLD,2012,170310.148,10.16475883,High,-1.422504187,10.9036803,81.10487805,3.6,638,16754962,33720,Normal
Netherlands,NLD,2013,173254.749,10.31006279,High,-0.48416549,10.89740267,81.30487805,3.5,625,16804432,33690,Normal
Netherlands,NLD,2014,167303.208,9.920138075,Mid-High,1.055409463,10.8585376,81.70731707,3.5,615,16865008,33690,Normal
Poland,POL,2000,299289.539,7.822798329,Middle,5.657245518,5.29816661,73.74878049,8.1,3097,38258629,306290,Large
Poland,POL,2001,301284.387,7.877112224,Middle,1.275940705,5.67864355,74.2,7.6,2850,38248076,306290,Large
Poland,POL,2002,294834.134,7.712040984,Middle,2.088879429,6.07919421,74.49756098,7.3,2679,38230364,306290,Large
Poland,POL,2003,302252.475,7.911421984,Middle,3.632392252,5.96231367,74.59756098,7,2574,38204570,306240,Large
Poland,POL,2004,304416.005,7.97271581,Middle,5.197185266,5.86866808,74.84634146,6.7,2496,38182222,306330,Large
Poland,POL,2005,302538.501,7.927026686,Middle,3.539152891,5.80727181,74.99512195,6.6,2468,38165445,306330,Large
Poland,POL,2006,318940.992,8.362097463,Mid-High,6.246911937,5.80066618,75.14390244,6.3,2415,38141267,306320,Large
Poland,POL,2007,314272.901,8.244183742,Mid-High,7.092943044,5.8729005,75.24390244,6,2357,38120560,306320,Large
Poland,POL,2008,314848.62,8.258160054,Mid-High,4.23549551,6.37342514,75.54390244,5.8,2287,38125759,306300,Large
Poland,POL,2009,297617.387,7.800914342,Middle,2.750609034,6.58685972,75.69512195,5.4,2166,38151603,306280,Large
Poland,POL,2010,316264.082,8.313376825,Mid-High,3.903262076,6.41907151,76.24634146,5.2,2062,38042794,306280,Large
Poland,POL,2011,316997.482,8.328175875,Mid-High,4.960782917,6.23388228,76.69512195,4.8,1909,38063255,306230,Large
Poland,POL,2012,299931.264,7.879830064,Middle,1.608149565,6.20117811,76.74634146,4.6,1815,38063164,306220,Large
Poland,POL,2013,302278.144,7.946282506,Middle,1.453110959,6.37569014,77,4.5,1717,38040196,306210,Large
Poland,POL,2014,285739.974,7.517151585,Middle,3.360478741,6.24862581,77.60243902,4.3,1618,38011735,306190,Large
Portugal,PRT,2000,62731.369,6.096403385,Middle,3.060570887,8.3748018,76.31463415,5.5,626,10289898,91500,Normal
Portugal,PRT,2001,62757.038,6.056037979,Middle,1.226898931,8.4039933,76.81463415,5.2,584,10362722,91500,Normal
Portugal,PRT,2002,66790.738,6.410086691,Middle,0.218425808,8.55804612,77.06585366,4.7,532,10419631,91500,Normal
Portugal,PRT,2003,61216.898,5.853135645,Mid-Low,-1.305412252,8.90151432,77.2195122,4.3,487,10458821,91500,Normal
Portugal,PRT,2004,63145.74,6.02313785,Middle,1.568412892,9.29547632,77.67073171,4,441,10483861,91500,Normal
Portugal,PRT,2005,65279.934,6.215165476,Middle,0.58000286,9.43340859,78.07073171,3.7,403,10503330,91470,Normal
Portugal,PRT,2006,59816.104,5.684705076,Mid-Low,1.370085762,9.13617249,78.4195122,3.4,372,10522288,91470,Normal
Portugal,PRT,2007,60149.801,5.705207852,Mid-Low,2.291003501,9.06581211,78.32195122,3.3,350,10542964,91470,Normal
Portugal,PRT,2008,55624.723,5.268402206,Mid-Low,0.054897748,9.35251067,78.52439024,3.2,335,10558177,91470,Normal
Portugal,PRT,2009,54176.258,5.126323978,Mid-Low,-3.070552534,9.87895003,78.72682927,3.2,320,10568247,91590,Normal
Portugal,PRT,2010,48136.709,4.552752646,Mid-Low,1.851920186,9.81947515,79.02682927,3.1,305,10573100,91590,Normal
Portugal,PRT,2011,47623.329,4.510827218,Mid-Low,-1.68234825,9.53115801,80.47073171,3.1,291,10557560,91590,Normal
Portugal,PRT,2012,46013.516,4.37605313,Mid-Low,-3.638376596,9.34825235,80.37317073,3,276,10514844,91590,Normal
Portugal,PRT,2013,45426.796,4.344029312,Mid-Low,-0.586051381,9.08954462,80.72195122,3,269,10457295,91600,Normal
Portugal,PRT,2014,45052.762,4.331554028,Mid-Low,1.438663429,9.02232563,81.12195122,3,262,10401062,91605,Normal
Romania,ROU,2000,90681.243,4.040518655,Mid-Low,2.527720601,4.18793437,71.16341463,18.3,4080,22442971,229710,Normal
Romania,ROU,2001,96632.784,4.366207979,Mid-Low,7.075793362,4.34137343,71.16097561,17.7,3908,22131970,229710,Normal
Romania,ROU,2002,97237.839,4.47471788,Mid-Low,7.127485109,4.56619629,71.0097561,17.4,3800,21730496,229870,Normal
Romania,ROU,2003,101062.52,4.684388286,Mid-Low,6.28813607,5.18637701,71.3097561,16.9,3683,21574326,229950,Normal
Romania,ROU,2004,96904.142,4.517307494,Mid-Low,8.977765964,5.38779068,71.59427561,16.3,3555,21451748,230000,Normal
Romania,ROU,2005,96456.768,4.524305495,Mid-Low,4.817198496,5.45876468,71.87889512,15.2,3318,21319685,229980,Normal
Romania,ROU,2006,103350.728,4.876469678,Mid-Low,8.697583855,5.00907337,72.16341463,13.7,2985,21193760,229980,Normal
Romania,ROU,2007,102224.959,4.895132266,Mid-Low,8.454090831,5.11153525,72.56585366,12.2,2645,20882982,229890,Normal
Romania,ROU,2008,96365.093,4.692067363,Mid-Low,10.07900726,5.1707636,72.56585366,11,2372,20537875,229900,Normal
Romania,ROU,2009,81576.082,4.005210952,Mid-Low,-5.123235888,5.48894192,73.3097561,10.2,2166,20367487,230060,Normal
Romania,ROU,2010,79412.552,3.922213561,Low,-2.232622307,5.70801251,73.45853659,9.7,2045,20246871,230050,Normal
Romania,ROU,2011,84880.049,4.212926221,Mid-Low,2.532864233,4.65105826,74.4097561,9.6,1974,20147528,230170,Normal
Romania,ROU,2012,81722.762,4.074315455,Mid-Low,1.689877303,4.70583453,74.41219512,9.4,1902,20058035,230020,Normal
Romania,ROU,2013,70945.449,3.550167079,Low,3.916749307,5.17776913,75.06341463,9,1782,19983693,230030,Normal
Romania,ROU,2014,70003.03,3.516153691,Low,3.4631366,5.03454647,74.96097561,8.4,1653,19908979,230080,Normal
Slovak Republic,SVK,2000,35885.262,6.659329488,Middle,1.347280939,5.3125979,73.05121951,8.2,446,5388720,48100,Normal
Slovak Republic,SVK,2001,39357.911,7.317137791,Middle,3.505723137,5.34015727,73.40243902,7.9,417,5378867,48100,Normal
Slovak Republic,SVK,2002,39251.568,7.300020532,Middle,4.560795846,5.51682144,73.60487805,7.6,399,5376912,48100,Normal
Slovak Republic,SVK,2003,39493.59,7.349868072,Middle,5.488126963,5.45839442,73.60487805,7.3,384,5373374,48110,Normal
Slovak Republic,SVK,2004,38749.189,7.212801455,Middle,5.280271095,6.47974578,73.95853659,7.1,373,5372280,48100,Normal
Slovak Republic,SVK,2005,39357.911,7.325390806,Middle,6.740490003,6.59792205,73.90487805,6.8,363,5372807,48100,Normal
Slovak Republic,SVK,2006,39104.888,7.277962961,Middle,8.447902154,6.86156875,74.20487805,6.6,354,5373054,48100,Normal
Slovak Republic,SVK,2007,36780.01,6.843273815,Middle,10.76725222,7.18981221,74.20731707,6.4,350,5374622,48100,Normal
Slovak Republic,SVK,2008,37711.428,7.010558568,Middle,5.53923472,6.96639296,74.70487805,6.1,341,5379233,48100,Normal
Slovak Republic,SVK,2009,34037.094,6.319073237,Middle,-5.548489764,7.95678435,74.9097561,6,336,5386406,48090,Normal
Slovak Republic,SVK,2010,36240.961,6.721959562,Middle,4.94387255,7.80112257,75.11219512,5.8,329,5391428,48091,Normal
Slovak Republic,SVK,2011,34524.805,6.395396289,Middle,2.686613637,7.41832892,75.95853659,5.6,321,5398384,48088,Normal
Slovak Republic,SVK,2012,32764.645,6.059022901,Middle,1.484291761,7.63384294,76.1097561,5.5,312,5407579,48088,Normal
Slovak Republic,SVK,2013,33091.008,6.11280356,Middle,1.381645185,7.52781115,76.41219512,5.3,303,5413393,48088,Normal
Slovak Republic,SVK,2014,30678.122,5.661581328,Mid-Low,2.65066889,6.92111015,76.81219512,5.1,293,5418649,48086,Normal
Slovenia,SVN,2000,14396.642,7.23840366,Middle,3.847511866,7.78388001,75.41219512,4.6,80,1988925,20140,Small
Slovenia,SVN,2001,15163.045,7.611741112,Middle,2.787349198,7.87635954,75.75853659,4.4,77,1992060,20140,Small
Slovenia,SVN,2002,15419.735,7.731011817,Middle,3.707715748,7.99610541,76.00731707,4.1,72,1994530,20140,Small
Slovenia,SVN,2003,15511.41,7.772287175,Middle,2.780091236,8.08173371,76.85853659,3.9,69,1995733,20140,Small
Slovenia,SVN,2004,15746.098,7.884828934,Middle,4.284962717,7.92680512,77.20731707,3.7,67,1997012,20140,Small
Slovenia,SVN,2005,15867.109,7.931674693,Middle,3.823020815,7.96504212,77.61219512,3.5,66,2000474,20140,Small
Slovenia,SVN,2006,16244.81,8.094608116,Mid-High,5.319372956,7.80212895,78.08658537,3.3,63,2006868,20140,Small
Slovenia,SVN,2007,16244.81,8.049468764,Mid-High,6.34528862,7.49448974,78.56097561,3.1,61,2018122,20140,Small
Slovenia,SVN,2008,17355.911,8.58644121,Mid-High,3.136899703,7.84938816,78.76585366,2.9,60,2021316,20140,Small
Slovenia,SVN,2009,15280.389,7.491602314,Middle,-8.626919318,8.56174826,78.97073171,2.8,58,2039669,20140,Small
Slovenia,SVN,2010,15335.394,7.485854369,Middle,0.797240022,8.56162351,79.42195122,2.6,55,2048583,20140,Small
Slovenia,SVN,2011,15089.705,7.350637628,Middle,0.440502293,8.54011378,79.97073171,2.4,52,2052843,20140,Small
Slovenia,SVN,2012,14781.677,7.185481044,Middle,-2.873785074,8.72710784,80.12439024,2.3,50,2057159,20140,Small
Slovenia,SVN,2013,14150.953,6.869551393,Middle,-1.26615369,8.75674539,80.32195122,2.2,47,2059953,20140,Small
Slovenia,SVN,2014,12812.498,6.213686845,Middle,2.877963809,8.54159658,81.07804878,2,43,2061980,20140,Small
Spain,ESP,2000,294434.431,7.257824346,Middle,4.819364022,6.8160619,78.96585366,4.3,1724,40567864,499000,Very large
Spain,ESP,2001,297830.073,7.290748328,Middle,3.281734814,6.78313377,79.36829268,4.3,1742,40850412,498520,Very large
Spain,ESP,2002,314518.59,7.591280782,Middle,1.436815991,6.80292358,79.56829268,4.2,1767,41431558,499040,Very large
Spain,ESP,2003,321097.188,7.611166445,Middle,1.338243755,7.53018064,79.6195122,4,1759,42187645,499210,Very large
Spain,ESP,2004,339428.521,7.908050681,Middle,1.40190868,7.6191456,79.87073171,4,1782,42921895,499180,Very large
Spain,ESP,2005,353462.13,8.097058048,Mid-High,1.985476006,7.67640382,80.17073171,3.8,1761,43653155,499090,Very large
Spain,ESP,2006,350037.152,7.88419571,Middle,2.428012521,7.75518882,80.82195122,3.7,1725,44397319,498980,Very large
Spain,ESP,2007,358236.564,7.920890716,Middle,1.865813028,7.83671201,80.87317073,3.6,1712,45226803,499110,Very large
Spain,ESP,2008,329285.599,7.165531607,Middle,-0.482674966,8.28908822,81.17560976,3.4,1644,45954106,498800,Very large
Spain,ESP,2009,288237.201,6.216973378,Middle,-4.424062114,8.98892964,81.47560976,3.3,1563,46362946,498660,Very large
Spain,ESP,2010,270910.626,5.816416366,Mid-Low,-0.445350775,9.02218513,81.62682927,3.1,1471,46576897,500010,Very large
Spain,ESP,2011,270547.593,5.788018458,Mid-Low,-1.349930077,9.09151309,82.47560976,3.1,1410,46742697,499880,Very large
Spain,ESP,2012,264779.402,5.660938803,Mid-Low,-2.990755144,9.07300093,82.42682927,3,1345,46773055,500210,Very large
Spain,ESP,2013,237034.88,5.084398353,Mid-Low,-1.383096773,9.01941268,83.07804878,2.9,1281,46620045,500210,Very large
Spain,ESP,2014,233976.602,5.033824487,Mid-Low,1.683527291,9.08340734,83.22926829,2.8,1183,46480882,500210,Very large
Sweden,SWE,2000,49350.486,5.562430083,Mid-Low,4.567242893,7.41244804,79.64390244,3.4,313,8872109,410340,Large
Sweden,SWE,2001,51125.314,5.747026066,Mid-Low,1.291108144,8.03416286,79.79512195,3.4,314,8895960,410340,Large
Sweden,SWE,2002,57425.22,6.434228598,Middle,1.74193088,8.36211553,79.84634146,3.3,312,8924958,410340,Large
Sweden,SWE,2003,54781.313,6.115194532,Middle,2.005478025,8.46388685,80.09512195,3.2,312,8958229,410340,Large
Sweden,SWE,2004,54520.956,6.062241404,Middle,3.911043998,8.26137253,80.49756098,3.1,304,8993531,410340,Large
Sweden,SWE,2005,51561.687,5.710313512,Mid-Low,2.407936366,8.27739469,80.54634146,3,304,9029572,410340,Large
Sweden,SWE,2006,49570.506,5.459003216,Mid-Low,4.100926289,8.16106452,80.74878049,2.8,294,9080505,410340,Large
Sweden,SWE,2007,48059.702,5.253521937,Mid-Low,2.640983001,8.07390721,80.9,2.7,291,9148092,410340,Large
Sweden,SWE,2008,49123.132,5.328098275,Mid-Low,-1.328731592,8.31308546,81.1,2.6,288,9219637,410340,Large
Sweden,SWE,2009,43065.248,4.63141136,Mid-Low,-5.988964284,8.94447909,81.35121951,2.6,283,9298515,410340,Large
Sweden,SWE,2010,52023.729,5.547348052,Mid-Low,5.089185551,8.48640651,81.45121951,2.5,277,9378126,410340,Large
Sweden,SWE,2011,51734.036,5.474957121,Mid-Low,1.89205741,10.67897654,81.80243902,2.5,280,9449213,410340,Large
Sweden,SWE,2012,47047.61,4.942300828,Mid-Low,-1.021244095,10.9382056,81.70487805,2.5,283,9519374,407340,Large
Sweden,SWE,2013,44847.41,4.671420785,Mid-Low,0.386963246,11.10079845,81.95609756,2.4,276,9600379,407340,Large
Sweden,SWE,2014,43420.947,4.478182178,Mid-Low,1.591300229,11.14127066,82.25365854,2.4,279,9696110,407310,Large
United Kingdom,GBR,2000,541784.582,9.199549233,Mid-High,3.294397029,6.01210311,77.74146341,5.5,3864,58892514,241930,Large
United Kingdom,GBR,2001,545862.286,9.233174987,Mid-High,2.150119224,6.35113759,77.99268293,5.4,3762,59119673,241930,Large
United Kingdom,GBR,2002,528642.054,8.904123108,Mid-High,2.025052232,6.6226913,78.14390244,5.3,3688,59370479,241930,Large
United Kingdom,GBR,2003,540006.087,9.053277839,Mid-High,2.845899829,6.88601536,78.44634146,5.3,3705,59647577,241930,Large
United Kingdom,GBR,2004,539239.684,8.989140127,Mid-High,1.78371343,7.09729047,78.74634146,5.3,3693,59987905,241930,Large
United Kingdom,GBR,2005,542580.321,8.982938536,Mid-High,2.390644137,7.23952802,79.04878049,5.1,3646,60401206,241930,Large
United Kingdom,GBR,2006,541458.219,8.89871022,Mid-High,1.705659242,7.3843617,79.24878049,5,3673,60846820,241930,Large
United Kingdom,GBR,2007,528425.701,8.617163681,Mid-High,1.562786241,7.48933098,79.44878049,4.9,3700,61322463,241930,Large
United Kingdom,GBR,2008,520688.331,8.424423983,Mid-High,-1.252779497,7.7415566,79.6,4.8,3652,61806995,241930,Large
United Kingdom,GBR,2009,471719.213,7.574622131,Middle,-4.909740527,8.57783606,80.05121951,4.6,3584,62276270,241930,Large
United Kingdom,GBR,2010,493207.833,7.857836486,Middle,0.900491453,8.50761193,80.40243902,4.4,3495,62766365,241930,Large
United Kingdom,GBR,2011,447828.708,7.079297626,Middle,0.662683265,8.45869043,80.95121951,4.2,3386,63258918,241930,Large
United Kingdom,GBR,2012,468572.927,7.355898277,Middle,0.778161519,8.47576291,80.90487805,4.1,3265,63700300,241930,Large
United Kingdom,GBR,2013,458250.322,7.145844359,Middle,1.371395549,9.85475594,81.00487805,3.9,3136,64128226,241930,Large
United Kingdom,GBR,2014,419820.162,6.49744049,Middle,2.280809345,9.79945656,81.30487805,3.8,3073,64613160,241930,Large
